Date,2330,2317,2412,1301,1303,1326,2454,2308,2882,2881,MA20_2330,MA20_2317,MA20_2412,MA20_1301,MA20_1303,MA20_1326,MA20_2454,MA20_2308,MA20_2882,MA20_2881,new_2330,new_2317,new_2412,new_1301,new_1303,new_1326,new_2454,new_2308,new_2882,new_2881
2011-11-03,73.5,83.8,100.0,86.6,65.2,85.0,311.0,71.4,33.25,32.85,74.09000000000006,80.52999999999999,100.57000000000023,84.02,62.28,82.71500000000006,301.45,69.785,32.140000000000065,31.78000000000001,,V,,V,V,V,V,V,V,V
2011-11-04,74.6,84.6,99.8,88.1,66.0,86.3,321.0,71.4,33.9,34.05,74.24500000000006,80.47999999999998,100.64500000000022,83.8,61.90999999999999,82.52500000000006,300.275,69.535,32.107500000000066,31.76250000000001,V,V,,V,V,V,V,V,V,V
2011-11-07,75.0,84.1,99.9,88.7,66.0,87.0,317.5,73.3,33.9,33.7,74.31500000000007,80.33999999999997,100.70500000000023,83.51500000000001,61.41499999999999,82.27000000000007,298.675,69.16,32.01750000000007,31.68500000000001,V,V,,V,V,V,V,V,V,V
2011-11-08,74.5,84.2,100.5,87.4,66.6,87.3,317.0,74.0,34.05,33.7,74.38000000000007,80.24499999999998,100.73500000000021,83.30000000000003,60.98499999999999,81.97500000000007,296.825,68.70500000000001,31.91750000000007,31.60500000000001,V,V,,V,V,V,V,V,V,V
2011-11-09,74.1,82.6,100.5,88.0,66.7,88.0,318.0,72.4,34.05,33.55,74.42500000000007,80.035,100.7100000000002,83.04,60.455,81.49000000000007,294.075,68.22500000000001,31.780000000000072,31.495000000000005,,V,,V,V,V,V,V,V,V
2011-11-10,72.6,79.1,100.5,86.9,66.6,86.3,309.5,70.7,32.25,31.65,74.54000000000008,79.97,100.7600000000002,82.89000000000001,60.06999999999999,81.14000000000007,291.35,67.86,31.670000000000076,31.412500000000005,,,,V,V,V,V,V,V,V
2011-11-11,73.4,82.3,100.5,86.4,66.7,85.9,312.5,71.4,32.8,32.3,74.72500000000008,80.095,100.81000000000022,82.795,59.7,80.88500000000008,288.725,67.575,31.62250000000007,31.40000000000001,,V,,V,V,V,V,V,V,V
2011-11-14,75.9,83.8,101.0,89.9,66.7,87.9,321.0,72.7,33.45,32.45,74.76000000000008,79.965,100.8350000000002,82.725,59.21999999999999,80.64000000000007,286.1,67.22,31.545000000000076,31.33250000000001,V,V,V,V,V,V,V,V,V,V
2011-11-15,76.0,82.5,101.5,89.8,66.8,88.0,315.0,72.2,33.3,31.95,74.71500000000006,79.87,100.86000000000021,82.50999999999998,58.82499999999999,80.32000000000006,283.1,66.835,31.432500000000072,31.25500000000001,V,V,V,V,V,V,V,V,V,V
2011-11-16,75.4,82.0,102.0,87.5,65.8,86.4,306.0,70.5,32.4,31.0,74.67500000000007,79.82000000000002,100.8350000000002,82.265,58.42999999999999,79.92500000000005,280.8,66.43499999999999,31.297500000000078,31.172500000000007,V,V,V,V,V,V,V,V,V,
2011-11-17,75.7,81.9,103.5,85.2,65.1,85.2,308.5,70.6,31.9,30.85,74.63000000000007,79.81500000000003,100.78500000000021,82.15,58.075,79.65500000000007,278.875,66.16499999999999,31.207500000000078,31.1425,V,V,V,V,V,V,V,V,V,
2011-11-18,74.2,80.1,102.0,80.3,61.1,80.0,308.0,70.6,31.4,31.15,74.47000000000007,79.66,100.61000000000021,82.02,57.645,79.42000000000004,276.275,65.835,31.102500000000077,31.095,,V,V,,V,V,V,V,V,V
2011-11-21,73.3,78.2,100.0,78.2,59.5,78.0,301.0,70.0,30.5,30.85,74.39500000000007,79.655,100.53500000000021,82.15,57.36500000000001,79.44500000000005,273.625,65.525,31.022500000000075,31.0125,,,,,V,,V,V,,
2011-11-22,74.0,77.6,100.5,79.1,59.3,78.6,289.0,66.9,30.7,30.8,74.35500000000006,79.635,100.56000000000022,82.41,57.13500000000001,79.57000000000005,270.75,65.2,30.912500000000072,30.875,,,,,V,,V,V,,
2011-11-23,73.4,75.2,100.0,78.7,56.1,77.3,284.0,64.2,29.8,30.3,74.29500000000007,79.655,100.5850000000002,82.545,56.88500000000001,79.62000000000005,268.85,65.07,30.77750000000007,30.735000000000007,,,,,,,V,,,
2011-11-24,72.8,76.0,100.5,79.8,58.4,78.5,273.5,65.8,31.15,31.15,74.42500000000005,80.02000000000002,100.66000000000021,82.805,56.93500000000002,79.85000000000005,268.075,65.27499999999999,30.785000000000075,30.71750000000001,,,,,V,,V,V,V,V
2011-11-25,71.6,75.7,99.5,78.3,55.7,76.2,273.5,67.0,30.6,30.45,74.53500000000005,80.32000000000002,100.68500000000022,83.03500000000003,56.88500000000001,80.02000000000007,267.8,65.41999999999999,30.785000000000075,30.69000000000001,,,,,,,V,V,,
2011-11-28,73.6,77.9,100.0,80.6,55.8,77.3,281.0,67.6,31.4,31.0,74.72500000000007,80.68,100.73500000000021,83.37500000000001,57.040000000000006,80.34500000000007,268.2,65.60499999999999,30.920000000000076,30.79000000000001,,,,,,,V,V,V,V
2011-11-29,73.6,79.3,99.6,81.5,56.3,77.7,282.5,68.0,31.5,31.45,74.79500000000007,80.91,100.72000000000021,83.59500000000001,57.24000000000001,80.61500000000007,268.2,65.80499999999999,31.01500000000007,30.862500000000008,,,,,,,V,V,V,V
2011-11-30,74.6,79.7,99.6,79.4,55.2,77.4,279.5,65.0,30.5,30.4,74.89000000000007,81.055,100.76500000000021,83.78000000000002,57.44500000000002,80.89000000000007,268.025,65.975,31.092500000000072,30.88500000000001,,,,,,,V,,,
2011-12-01,76.6,82.8,101.5,82.2,57.8,81.2,287.5,66.4,32.6,32.5,74.94500000000008,81.19500000000002,100.78500000000021,83.95000000000002,57.70500000000002,81.06000000000007,267.825,66.21000000000001,31.210000000000072,30.960000000000008,V,V,V,,V,V,V,V,V,V
2011-12-02,76.0,81.8,101.0,82.4,56.1,81.2,289.0,63.9,32.1,32.5,74.9050000000001,81.20000000000002,100.73500000000021,83.88000000000002,57.80000000000002,80.98500000000007,267.325,66.485,31.217500000000072,30.93750000000001,V,V,V,,,V,V,,V,V
2011-12-05,76.3,82.2,100.5,84.4,57.4,81.1,280.5,64.2,31.9,32.1,74.89500000000008,81.25500000000002,100.68500000000022,83.8,58.00000000000002,80.92000000000007,266.75,66.89,31.24750000000007,30.915000000000006,V,V,,V,,V,V,,V,V
2011-12-06,75.4,80.0,100.0,82.2,56.0,77.6,262.0,64.4,31.3,31.5,74.83000000000007,81.21500000000002,100.64500000000021,83.53999999999998,58.13000000000002,80.79500000000007,266.375,67.255,31.237500000000075,30.865,V,,,,,,,,V,V
2011-12-07,76.4,81.3,101.5,85.0,59.0,81.0,263.5,65.1,31.85,31.9,74.84500000000007,81.35000000000002,100.64500000000021,83.4,58.40000000000002,80.88000000000007,267.275,67.645,31.305000000000078,30.90000000000001,V,,V,V,V,V,,,V,V
2011-12-08,76.3,81.6,101.5,85.0,59.2,81.2,257.0,65.0,31.3,31.4,74.81500000000008,81.44500000000002,100.5700000000002,83.12,58.52500000000002,80.85000000000007,268.125,68.0,31.34000000000007,30.92750000000001,V,V,V,V,V,V,,,,V
2011-12-09,74.1,79.7,101.0,85.0,57.1,81.0,260.0,64.3,31.25,30.95,74.80000000000008,81.52500000000003,100.4950000000002,82.88000000000002,58.65000000000002,80.83000000000007,269.375,68.39500000000001,31.420000000000076,30.99750000000001,,,V,V,,V,,,,
2011-12-12,75.0,81.9,101.5,85.6,58.8,81.5,261.0,65.0,31.2,30.9,74.8750000000001,81.73500000000004,100.44000000000021,82.72500000000002,58.87500000000002,80.89500000000007,270.3,68.88000000000001,31.47250000000007,31.065000000000005,V,V,V,V,,V,,,,
2011-12-13,75.2,81.5,101.0,84.9,58.9,80.1,269.0,64.2,30.6,30.3,74.90500000000007,81.85500000000003,100.31500000000021,82.55000000000003,59.03500000000002,80.92500000000005,270.6,69.34,31.49750000000007,31.120000000000005,V,,V,V,,,,,,
2011-12-14,74.5,81.9,101.0,85.2,58.7,81.0,267.5,65.1,30.6,30.4,74.97000000000007,82.10000000000005,100.19000000000021,82.45000000000002,59.25000000000002,81.02500000000006,270.65,69.91,31.580000000000073,31.21500000000001,,,V,V,,,,,,
2011-12-15,72.5,78.8,100.0,82.6,56.5,80.5,256.5,64.0,29.8,29.9,75.07000000000008,82.31500000000003,100.09000000000022,82.295,59.46500000000002,81.06000000000007,271.0,70.435,31.66000000000007,31.30500000000001,,,,V,,,,,,
2011-12-16,72.7,80.0,100.5,82.9,55.5,80.5,255.0,64.4,29.8,29.5,75.29500000000007,82.70500000000003,100.0400000000002,82.33000000000001,59.79000000000002,81.16000000000005,271.775,71.07000000000002,31.775000000000077,31.41000000000001,,,V,V,,,,,,
2011-12-19,72.5,77.8,100.5,83.4,54.9,80.5,243.5,63.5,28.3,28.1,75.53500000000007,82.96500000000003,99.96500000000022,82.385,60.16500000000002,81.26500000000007,272.625,71.745,31.910000000000075,31.532500000000013,,,V,V,,,,,,
2011-12-20,72.8,78.0,101.0,81.8,54.3,79.6,251.0,64.3,28.0,28.0,75.67500000000007,83.25000000000003,99.8850000000002,82.41999999999999,60.57000000000002,81.35500000000005,273.45,72.45500000000001,32.11000000000008,31.69750000000001,,,V,,,,,,,
2011-12-21,76.0,82.5,101.5,83.9,57.1,81.9,268.5,68.3,29.95,29.95,75.81500000000007,83.70000000000003,99.68500000000022,82.53999999999998,61.01000000000001,81.47500000000005,274.05,73.155,32.355000000000075,31.87500000000001,V,,V,V,,V,,,,
2011-12-22,75.0,82.0,101.0,84.4,57.4,81.9,268.0,68.7,31.15,30.6,75.85000000000007,83.96000000000005,99.40500000000023,82.58,61.31000000000002,81.48000000000005,273.775,73.73500000000001,32.465000000000074,31.925000000000008,,,V,V,,V,,,,
2011-12-23,75.4,82.9,100.5,85.1,58.8,82.7,281.5,70.7,33.3,32.45,76.03500000000007,84.55000000000005,99.10000000000024,82.66499999999998,61.56500000000001,81.53500000000005,274.35,74.19500000000002,32.53750000000007,31.98250000000001,,,V,V,,V,V,,V,V
2011-12-26,75.0,82.5,99.7,85.0,59.8,82.7,281.0,71.6,33.3,32.45,76.19000000000007,85.17000000000003,98.88500000000023,82.72,61.75000000000002,81.65000000000005,274.4,74.48500000000001,32.56000000000007,32.010000000000005,,,V,V,,V,V,,V,V
2011-12-27,75.5,82.2,100.5,85.2,60.4,83.2,279.0,71.4,33.05,31.9,76.29000000000006,85.80500000000005,98.72500000000024,82.68499999999997,61.87000000000002,81.74500000000003,274.75,74.73000000000002,32.580000000000084,32.072500000000005,,,V,V,,V,V,,V,
2011-12-28,75.7,82.5,100.0,82.8,60.4,80.8,275.5,69.7,32.85,31.9,76.35500000000006,86.53000000000004,98.50500000000022,82.70499999999998,62.00000000000002,81.79000000000003,275.125,75.21000000000002,32.63750000000009,32.18750000000001,,,V,V,,,V,,V,
2011-12-29,75.8,82.9,100.5,80.8,59.7,79.7,277.5,71.9,32.75,32.05,76.38000000000007,87.28500000000004,98.28000000000023,82.82999999999998,62.13000000000001,81.98000000000003,275.975,75.715,32.690000000000076,32.30500000000001,,,V,,,,V,,V,
2011-12-30,75.8,82.9,100.0,80.8,60.1,79.9,277.5,72.0,32.7,32.05,76.41500000000006,87.91500000000002,98.0400000000002,83.16499999999998,62.285,82.32500000000002,276.7,76.07000000000002,32.800000000000075,32.47000000000001,,,V,,,,V,,,
2012-01-02,75.0,81.4,99.7,79.2,60.0,78.6,273.0,71.5,31.7,31.1,76.49500000000008,88.47000000000001,97.82500000000023,83.48499999999999,62.435,82.74000000000002,277.075,76.47,32.880000000000074,32.58000000000002,,,V,,,,,,,
2012-01-03,75.7,82.7,100.0,79.4,61.4,79.3,280.0,72.2,32.65,32.2,76.61500000000008,89.26500000000001,97.60500000000023,83.82499999999997,62.62000000000001,83.17500000000003,277.675,76.875,33.005000000000074,32.74750000000002,,,V,,,,V,,,
2012-01-04,75.8,83.2,100.0,79.4,61.5,80.4,280.5,72.2,32.55,32.45,76.70500000000007,90.205,97.39500000000022,84.20499999999998,62.76000000000001,83.58500000000002,278.225,77.375,33.130000000000074,32.90250000000002,,,V,,,,V,,,
2012-01-05,76.0,83.2,100.0,80.2,61.7,80.8,282.0,72.9,32.9,32.8,76.81500000000008,91.22,97.16000000000022,84.58499999999998,62.89,83.91500000000002,278.825,77.965,33.292500000000075,33.05000000000001,,,V,,,,V,,,
2012-01-06,75.6,83.9,99.9,81.9,61.6,82.3,278.5,74.0,32.3,32.3,76.86000000000007,92.16,96.89000000000023,84.88999999999997,62.98499999999999,84.20000000000002,279.3,78.315,33.44500000000009,33.18000000000001,,,V,,,,,,,
2012-01-09,75.6,84.3,99.0,82.1,62.0,82.1,267.0,74.2,31.7,32.0,76.91000000000008,93.09,96.57500000000023,85.14999999999995,63.125,84.40500000000003,280.95,78.56,33.587500000000084,33.33000000000001,,,V,,,,,,,
2012-01-10,76.5,86.4,98.5,82.9,63.2,82.1,270.0,75.6,32.25,32.2,76.99500000000009,93.925,96.32000000000023,85.44499999999995,63.35,84.65000000000003,283.4,78.78,33.750000000000085,33.46750000000001,,,V,,,,,,,
2012-01-11,76.5,86.2,99.0,82.1,63.0,81.7,274.5,75.6,32.2,32.2,77.09500000000007,94.78,96.09000000000023,85.72999999999995,63.56,84.95000000000003,285.775,78.905,33.907500000000084,33.61250000000001,,,V,,,,,,,
2012-01-12,77.0,86.6,99.0,83.3,63.0,82.5,272.0,76.7,32.1,32.0,77.19500000000008,95.57,95.86500000000022,86.00499999999997,63.79,85.27500000000003,287.2,79.02000000000002,34.032500000000084,33.697500000000005,,,V,,,,,,,
2012-01-13,77.5,85.2,99.0,84.0,63.0,82.6,272.0,77.9,32.5,31.95,77.34500000000007,96.315,95.64500000000022,86.31999999999996,64.065,85.60000000000005,288.75,79.14,34.157500000000084,33.80250000000001,V,,V,,,,,,,
2012-01-16,75.3,83.5,98.9,84.1,63.0,82.3,260.0,77.7,32.3,31.4,77.47000000000007,97.04,95.42500000000021,86.71999999999996,64.47999999999999,86.01000000000003,290.55,79.18499999999997,34.25750000000009,33.915000000000006,,,V,,,,,,,
2012-01-17,75.6,87.0,97.0,84.2,63.1,82.0,263.0,78.3,32.9,31.55,77.70500000000007,97.705,95.2100000000002,87.07999999999996,64.875,86.45000000000003,292.85,79.23499999999999,34.357500000000094,34.04250000000001,,,V,,,,,,,
2012-01-18,76.7,87.7,95.9,84.7,63.1,82.0,263.0,79.9,32.15,30.95,77.9100000000001,98.235,95.00000000000021,87.41999999999996,65.32000000000001,86.94000000000004,295.35,79.29499999999999,34.432500000000076,34.165000000000006,,,V,,,,,V,,
2012-01-30,78.7,93.8,94.9,86.1,62.5,83.0,279.5,77.9,32.6,31.75,77.98000000000009,98.705,94.78000000000021,87.73499999999996,65.75000000000001,87.41500000000003,297.4,79.33999999999997,34.52250000000009,34.29750000000001,V,,V,,,,,,,
2012-01-31,78.5,95.3,96.2,86.2,62.5,85.0,282.5,76.5,33.75,33.0,78.0000000000001,98.965,94.5400000000002,87.99499999999996,66.215,87.84000000000003,298.525,79.46499999999997,34.59250000000009,34.40500000000001,V,,V,,,,,,,
2012-02-01,77.0,95.2,96.5,84.3,62.2,84.6,288.0,76.5,33.7,33.7,78.13000000000008,99.32499999999996,94.25000000000021,88.28499999999997,66.70000000000002,88.19000000000004,299.45,79.67999999999998,34.63500000000009,34.48500000000001,,,V,,,,,,,
2012-02-02,76.8,96.7,96.1,85.6,63.0,84.1,286.5,81.0,34.2,34.2,78.28500000000007,99.68999999999998,94.01500000000021,88.59499999999996,67.17,88.50000000000004,300.225,79.80999999999997,34.65500000000009,34.51750000000001,,,V,,,,,V,,
2012-02-03,76.2,97.6,95.5,85.3,63.0,84.6,292.5,79.8,33.9,34.25,78.44500000000008,99.98,93.8200000000002,88.86499999999997,67.61500000000001,88.85000000000004,301.65,79.70999999999998,34.650000000000084,34.510000000000005,,,V,,,,,V,,
2012-02-04,76.5,95.5,95.7,87.5,62.8,86.6,292.0,79.0,34.95,35.35,78.60000000000007,100.15,93.6800000000002,89.14999999999996,68.03,89.16500000000003,302.675,79.69499999999998,34.650000000000084,34.49000000000001,,,V,,,,,,V,V
2012-02-06,77.4,94.0,95.7,87.2,63.1,88.2,285.0,80.0,34.3,34.25,78.72000000000007,100.4,93.50000000000021,89.32999999999996,68.41000000000001,89.39000000000004,303.475,79.69999999999997,34.557500000000076,34.3875,,,V,,,,,V,,
2012-02-07,77.4,97.3,95.3,86.0,63.7,87.3,285.0,79.6,34.2,34.45,78.82500000000006,100.69,93.34000000000022,89.56999999999996,68.75500000000002,89.60500000000003,304.925,79.62999999999997,34.49000000000009,34.3325,,,V,,,,,,,V
2012-02-08,77.5,101.5,95.8,87.0,64.2,87.5,291.0,82.2,35.15,35.3,78.91000000000005,100.765,93.17500000000021,89.79499999999996,69.02000000000001,89.83000000000004,306.55,79.65999999999998,34.41000000000009,34.24,,V,V,,,,,V,V,V
2012-02-09,78.0,103.5,95.3,87.0,64.1,87.0,292.5,84.0,35.8,35.4,79.02000000000007,100.73999999999998,92.96500000000022,89.94499999999996,69.30000000000001,90.02000000000004,307.6,79.57499999999997,34.305000000000085,34.127500000000005,,V,V,,,,,V,V,V
2012-02-10,76.9,102.0,94.6,86.3,63.6,86.5,291.5,79.9,35.95,35.4,79.12000000000006,100.64,92.76500000000021,90.10999999999996,69.57500000000002,90.23500000000004,308.475,79.58999999999997,34.16500000000009,34.0125,,V,V,,,,,V,V,V
2012-02-13,76.6,102.5,93.6,87.1,64.4,86.4,311.5,78.9,35.15,35.3,79.27500000000006,100.56499999999998,92.5850000000002,90.29499999999996,69.82000000000002,90.42000000000004,309.05,79.80999999999997,34.000000000000085,33.892500000000005,,V,V,,,,V,,V,V
2012-02-14,77.3,101.0,93.9,88.0,66.5,87.0,316.0,78.6,34.95,34.75,79.51000000000006,100.56499999999998,92.47500000000021,90.48499999999996,70.13000000000001,90.62000000000003,308.65,80.11499999999997,33.987500000000075,33.86500000000001,,V,V,,,,V,,V,V
2012-02-15,78.5,103.5,93.9,88.6,67.4,88.1,317.5,78.1,35.4,35.1,79.80500000000006,100.68999999999998,92.3700000000002,90.67999999999998,70.39500000000002,90.84500000000004,308.15,80.52499999999995,33.95250000000009,33.855000000000004,,V,V,,,,V,,V,V
2012-02-16,78.5,102.0,94.5,87.6,67.6,88.2,303.0,77.9,34.7,33.9,80.04000000000006,100.715,92.22500000000021,90.82499999999996,70.575,91.00500000000004,307.95,80.94499999999995,33.900000000000084,33.830000000000005,,V,V,,,,,,V,V
2012-02-17,80.0,101.5,94.6,89.6,68.5,89.0,303.0,79.1,34.6,34.1,80.17000000000007,100.84,92.0250000000002,90.94499999999998,70.65,91.10500000000003,308.25,81.40499999999996,33.892500000000084,33.852500000000006,,V,V,,,,,,V,V
2012-02-20,80.0,99.7,94.6,92.0,71.3,90.8,308.0,78.8,34.5,34.2,80.35500000000006,100.965,91.84000000000022,90.93999999999998,70.615,91.03000000000004,308.45,81.86499999999997,33.922500000000085,33.87750000000001,,,V,V,V,,,,V,V
2012-02-21,80.0,96.8,94.6,91.3,70.9,91.1,306.0,78.7,34.3,33.95,80.51500000000007,101.08,91.6200000000002,90.785,70.385,90.76500000000004,308.25,82.29999999999997,33.907500000000084,33.87250000000001,,,V,V,V,V,,,V,V
2012-02-22,79.7,97.6,92.8,91.0,72.0,91.8,313.0,79.5,34.4,34.0,80.76000000000008,101.36499999999998,91.40000000000023,90.575,70.115,90.44000000000004,308.075,82.92499999999997,33.88250000000009,33.877500000000005,,,V,V,V,V,V,,V,V
2012-02-23,78.1,97.1,91.5,91.0,71.7,91.5,304.0,80.8,33.95,33.6,81.03500000000007,101.735,91.32000000000023,90.48,69.875,90.10000000000004,307.425,83.47999999999995,33.877500000000076,33.895,,,V,V,V,V,,,V,
2012-02-24,79.1,99.0,90.1,91.3,71.8,91.5,302.0,80.4,34.0,33.9,81.40000000000008,102.18,91.31000000000023,90.31499999999998,69.65,89.77500000000003,307.025,83.93999999999997,33.910000000000075,33.940000000000005,,,,V,V,V,,,V,
2012-02-29,81.1,102.5,90.4,92.0,72.2,92.0,301.0,80.8,34.6,34.6,81.6250000000001,102.53,91.33000000000023,89.98499999999999,69.31,89.32500000000003,306.725,84.26999999999995,33.89000000000009,33.93000000000001,,,,V,V,V,,,V,V
2012-03-01,80.1,102.5,91.8,90.5,71.6,90.8,303.5,79.1,34.1,34.35,81.86000000000007,102.805,91.36500000000021,89.63999999999999,69.035,88.93500000000004,306.425,84.70499999999996,33.860000000000085,33.90000000000001,,,V,V,V,V,,,V,V
2012-03-02,80.0,102.5,92.2,91.0,71.9,91.1,315.0,79.0,34.1,34.05,82.13000000000008,103.33,91.34500000000023,89.39499999999998,68.785,88.60500000000003,305.575,85.19999999999995,33.847500000000075,33.86750000000001,,,V,V,V,V,V,,V,V
2012-03-03,79.3,101.0,92.7,91.0,71.3,90.9,313.0,79.5,33.9,33.85,82.33500000000008,104.005,91.27500000000023,89.14999999999998,68.505,88.27000000000005,303.525,85.59999999999997,33.807500000000076,33.82000000000001,,,V,V,V,V,V,,V,V
2012-03-05,78.9,100.5,92.1,91.1,70.4,91.1,308.0,79.1,33.1,33.3,82.6150000000001,104.68,91.18500000000023,88.94499999999998,68.275,88.03500000000004,302.0,85.94999999999996,33.792500000000075,33.790000000000006,,,V,V,V,V,V,,,
2012-03-06,79.5,99.8,92.5,92.0,70.0,92.5,314.0,78.6,32.95,33.15,82.92500000000008,105.205,91.12500000000023,88.64999999999998,68.02,87.74500000000006,300.425,86.21499999999996,33.792500000000075,33.77000000000001,,,V,V,V,V,V,,,
2012-03-07,79.1,98.8,92.0,90.5,69.0,91.8,317.5,80.2,32.6,32.6,83.20000000000006,105.715,91.04000000000023,88.38499999999998,67.79999999999998,87.40000000000006,298.575,86.48499999999999,33.777500000000074,33.75000000000001,,,V,V,V,V,V,,,
2012-03-08,79.7,101.0,91.6,90.0,69.8,91.3,312.0,80.5,33.05,33.05,83.40000000000008,106.32499999999996,90.96500000000023,88.1,67.44999999999999,87.07000000000006,296.425,86.79999999999998,33.74750000000007,33.72000000000001,,,V,V,V,V,V,,,
2012-03-09,80.0,101.5,91.3,90.3,69.6,91.3,310.0,84.3,33.0,33.1,83.60500000000008,106.82499999999996,90.92000000000023,87.82,67.03,86.77000000000005,294.775,87.00499999999997,33.69500000000008,33.66750000000001,,,V,V,V,V,V,,,
2012-03-12,80.0,100.5,91.0,90.0,68.5,90.2,303.0,84.3,32.65,33.0,83.75500000000008,107.22499999999998,90.89500000000022,87.55499999999998,66.60499999999999,86.45500000000006,292.925,86.95499999999996,33.61000000000008,33.61250000000001,,,V,V,V,V,V,,,
2012-03-13,81.3,102.5,91.4,90.9,70.6,90.4,303.5,85.0,34.9,34.75,83.85500000000008,107.69999999999996,90.87000000000023,87.33,66.25999999999999,86.19500000000006,291.55,86.93499999999996,33.55250000000007,33.57000000000001,,,V,V,V,V,V,,V,V
2012-03-14,83.2,103.5,91.8,91.9,71.8,91.5,306.0,86.8,34.25,34.55,83.91000000000008,108.24999999999996,90.82000000000023,87.035,65.765,85.90000000000006,290.225,86.86999999999998,33.36500000000007,33.43250000000001,,,V,V,V,V,V,,V,V
2012-03-15,83.2,104.0,91.0,91.5,71.0,91.3,313.5,86.5,34.35,34.6,83.88000000000008,108.77499999999998,90.75000000000027,86.71499999999997,65.19500000000001,85.50000000000007,288.825,86.74499999999998,33.22000000000008,33.31250000000001,,,V,V,V,V,V,,V,V
2012-03-16,81.1,104.5,90.5,90.0,69.1,90.2,309.0,87.1,34.55,34.35,83.96500000000006,109.29999999999998,90.73000000000023,86.46,64.71000000000001,85.15000000000006,287.125,86.86999999999998,33.10000000000008,33.20250000000001,,,,V,V,V,V,V,V,V
2012-03-19,83.7,104.0,90.9,89.5,67.8,87.5,307.0,88.3,35.2,34.6,84.1550000000001,109.79999999999998,90.72000000000023,86.18499999999997,64.27000000000001,84.79500000000004,285.775,86.96999999999998,32.950000000000074,33.08750000000001,,,V,V,V,V,V,V,V,V
2012-03-20,83.2,102.0,90.2,88.9,66.7,85.5,304.0,87.5,34.2,34.1,84.16000000000008,110.09999999999998,90.67500000000022,85.88,63.87000000000001,84.55000000000005,284.125,86.87499999999999,32.745000000000076,32.940000000000005,,,,V,V,V,V,V,V,V
2012-03-21,84.9,102.5,90.2,87.1,65.5,84.6,302.5,91.2,33.8,34.05,84.2500000000001,110.39999999999998,90.64000000000023,85.655,63.55,84.46000000000005,282.8,86.85,32.58500000000008,32.805,V,,,V,V,V,V,V,V,V
2012-03-22,85.2,105.0,91.2,89.1,67.2,85.0,300.0,90.6,34.3,34.35,84.29500000000007,110.54999999999998,90.54500000000023,85.55,63.31,84.46500000000006,281.5,86.78999999999998,32.455000000000084,32.6525,V,,V,V,V,V,V,V,V,V
2012-03-23,85.4,106.0,91.3,87.7,67.2,85.0,296.0,90.0,34.6,34.5,84.25000000000007,110.44999999999996,90.36500000000021,85.305,62.94,84.41000000000005,279.5,86.77499999999998,32.287500000000094,32.472500000000004,V,,V,V,V,V,V,V,V,V
2012-03-26,83.6,106.0,90.5,84.7,65.0,82.5,296.0,87.0,33.6,33.7,84.19500000000006,110.14499999999998,90.21500000000023,85.12,62.6,84.38500000000006,277.725,86.74999999999999,32.095000000000084,32.2875,,,V,,V,,V,V,V,V
2012-03-27,85.8,108.0,91.1,85.1,66.7,84.2,295.0,89.5,34.0,34.0,84.24500000000006,110.01999999999998,90.17500000000021,84.98,62.375,84.44000000000005,275.825,86.94999999999997,31.950000000000085,32.129999999999995,V,,V,V,V,,V,V,V,V
2012-03-28,85.5,113.0,91.4,85.6,66.6,84.2,286.5,89.0,33.85,33.7,84.16500000000006,109.92,90.14500000000022,84.89500000000002,62.045,84.43000000000005,274.225,87.07499999999997,31.807500000000086,31.987499999999994,V,V,V,V,V,,V,V,V,V
2012-03-29,84.1,116.0,90.8,86.1,66.3,84.4,274.0,87.0,33.3,33.1,84.09000000000006,109.46999999999998,90.1050000000002,84.81000000000003,61.71999999999999,84.43000000000005,272.75,87.07499999999997,31.655000000000076,31.839999999999996,V,V,V,V,V,,V,,V,V
2012-03-30,84.9,114.5,90.9,86.9,66.7,86.2,282.5,86.5,33.6,33.25,84.18500000000007,108.635,90.13000000000021,84.72500000000005,61.44,84.44500000000005,271.075,86.97999999999998,31.53750000000009,31.72249999999999,V,V,V,V,V,V,V,,V,V
2012-04-02,85.1,111.0,90.9,85.2,65.3,85.3,276.5,84.4,33.1,32.9,84.28000000000007,107.53,90.15500000000023,84.53000000000003,61.115,84.37000000000005,269.6,86.99499999999998,31.402500000000078,31.58249999999999,V,V,V,V,V,V,V,,V,V
2012-04-03,85.0,110.0,90.8,86.7,65.6,85.6,277.0,84.0,32.65,32.75,84.44500000000008,106.46,90.1500000000002,84.42000000000003,60.88500000000001,84.35000000000005,269.125,87.41499999999998,31.332500000000085,31.50249999999999,V,V,V,V,V,V,V,,V,V
2012-04-05,83.1,111.0,90.5,84.8,62.0,85.2,274.5,86.5,32.0,32.0,84.64000000000007,105.46,90.1650000000002,84.26000000000002,60.61500000000001,84.26000000000006,268.55,88.01499999999996,31.290000000000084,31.399999999999995,,V,V,V,V,V,V,,V,V
2012-04-06,83.8,111.0,90.7,84.4,61.4,85.3,279.0,84.6,32.0,32.0,84.86500000000008,104.41,90.21500000000022,84.18500000000003,60.55500000000001,84.23500000000007,268.375,88.46499999999996,31.272500000000086,31.3475,,V,V,V,V,V,V,,V,V
2012-04-09,83.0,109.5,90.8,85.0,61.1,85.0,273.0,83.3,31.3,32.0,84.95500000000007,103.285,90.20500000000021,83.98500000000003,60.46,84.07500000000006,268.1,88.91499999999998,31.212500000000077,31.267499999999995,,V,V,V,V,V,V,,V,V
