Date,Close
2013/4/9,"7,728.54"
2013/4/8,"7,752.79"
2013/4/3,"7,942.35"
2013/4/2,"7,913.18"
2013/4/1,"7,899.24"
2013/3/29,"7,918.61"
2013/3/28,"7,866.88"
2013/3/27,"7,894.12"
2013/3/26,"7,856.36"
2013/3/25,"7,856.12"
2013/3/22,"7,796.22"
2013/3/21,"7,811.84"
2013/3/20,"7,798.03"
2013/3/19,"7,838.47"
2013/3/18,"7,811.34"
2013/3/15,"7,927.49"
2013/3/14,"7,951.76"
2013/3/13,"7,995.51"
2013/3/12,"7,994.71"
2013/3/11,"8,038.72"
2013/3/8,"8,015.14"
2013/3/7,"7,960.51"
2013/3/6,"7,950.30"
2013/3/5,"7,932.71"
2013/3/4,"7,867.34"
2013/3/1,"7,964.63"
2013/2/27,"7,897.98"
2013/2/26,"7,880.90"
2013/2/25,"7,947.68"
2013/2/23,"7,986.89"
2013/2/22,"7,947.72"
2013/2/21,"7,957.46"
2013/2/20,"8,029.10"
2013/2/19,"7,960.88"
2013/2/18,"7,943.53"
2013/2/6,"7,906.65"
2013/2/5,"7,886.94"
2013/2/4,"7,923.16"
2013/2/1,"7,855.97"
2013/1/31,"7,850.02"
2013/1/30,"7,832.98"
2013/1/29,"7,802.00"
2013/1/28,"7,714.67"
2013/1/25,"7,672.58"
2013/1/24,"7,695.99"
2013/1/23,"7,744.18"
2013/1/22,"7,759.10"
2013/1/21,"7,724.92"
2013/1/18,"7,732.87"
2013/1/17,"7,616.64"
2013/1/16,"7,700.43"
2013/1/15,"7,765.02"
2013/1/14,"7,823.97"
2013/1/11,"7,819.15"
2013/1/10,"7,811.64"
2013/1/9,"7,738.64"
2013/1/8,"7,721.66"
2013/1/7,"7,755.09"
2013/1/4,"7,805.99"
2013/1/3,"7,836.84"
2013/1/2,"7,779.22"
2012/12/28,"7,699.50"
2012/12/27,"7,648.41"
2012/12/26,"7,634.19"
2012/12/25,"7,636.57"
2012/12/24,"7,535.52"
2012/12/22,"7,540.14"
2012/12/21,"7,519.93"
2012/12/20,"7,595.46"
2012/12/19,"7,677.47"
2012/12/18,"7,643.74"
2012/12/17,"7,631.28"
2012/12/14,"7,698.77"
2012/12/13,"7,757.09"
2012/12/12,"7,690.19"
2012/12/11,"7,613.69"
2012/12/10,"7,609.50"
2012/12/7,"7,642.26"
2012/12/6,"7,623.26"
2012/12/5,"7,649.05"
2012/12/4,"7,600.98"
2012/12/3,"7,599.91"
2012/11/30,"7,580.17"
2012/11/29,"7,503.55"
2012/11/28,"7,434.93"
2012/11/27,"7,430.20"
2012/11/26,"7,407.37"
2012/11/23,"7,326.01"
2012/11/22,"7,105.76"
2012/11/21,"7,088.49"
2012/11/20,"7,145.77"
2012/11/19,"7,129.04"
2012/11/16,"7,130.07"
2012/11/15,"7,143.84"
2012/11/14,"7,159.75"
2012/11/13,"7,136.05"
2012/11/12,"7,267.75"
2012/11/9,"7,293.22"
2012/11/8,"7,242.63"
2012/11/7,"7,287.18"
2012/11/6,"7,236.68"
2012/11/5,"7,185.36"
2012/11/2,"7,210.47"
2012/11/1,"7,179.64"
2012/10/31,"7,166.05"
2012/10/30,"7,182.59"
2012/10/29,"7,091.67"
2012/10/26,"7,134.06"
2012/10/25,"7,262.08"
2012/10/24,"7,314.88"
2012/10/23,"7,337.48"
2012/10/22,"7,373.04"
2012/10/19,"7,408.76"
2012/10/18,"7,465.41"
2012/10/17,"7,464.40"
2012/10/16,"7,471.02"
2012/10/15,"7,418.90"
2012/10/12,"7,437.04"
2012/10/11,"7,451.72"
2012/10/9,"7,592.01"
2012/10/8,"7,615.89"
2012/10/5,"7,690.65"
2012/10/4,"7,682.34"
2012/10/3,"7,684.63"
2012/10/2,"7,718.68"
2012/10/1,"7,675.72"
2012/9/28,"7,715.16"
2012/9/27,"7,683.80"
2012/9/26,"7,669.63"
2012/9/25,"7,734.13"
2012/9/24,"7,768.30"
2012/9/21,"7,754.59"
2012/9/20,"7,727.55"
2012/9/19,"7,781.91"
2012/9/18,"7,734.26"
2012/9/17,"7,762.22"
2012/9/14,"7,738.05"
2012/9/13,"7,578.80"
2012/9/12,"7,570.45"
2012/9/11,"7,485.13"
2012/9/10,"7,482.74"
2012/9/7,"7,424.91"
2012/9/6,"7,326.72"
2012/9/5,"7,367.44"
2012/9/4,"7,451.35"
2012/9/3,"7,450.53"
2012/8/31,"7,397.06"
2012/8/30,"7,371.44"
2012/8/29,"7,391.15"
2012/8/28,"7,361.94"
2012/8/27,"7,468.22"
2012/8/24,"7,477.53"
2012/8/23,"7,505.17"
2012/8/22,"7,496.58"
2012/8/21,"7,506.81"
2012/8/20,"7,431.91"
2012/8/17,"7,467.92"
2012/8/16,"7,490.21"
2012/8/15,"7,467.74"
2012/8/14,"7,479.25"
2012/8/13,"7,436.30"
2012/8/10,"7,441.12"
2012/8/9,"7,433.70"
2012/8/8,"7,319.80"
2012/8/7,"7,295.46"
2012/8/6,"7,286.33"
2012/8/3,"7,217.51"
2012/8/1,"7,267.96"
2012/7/31,"7,270.49"
2012/7/30,"7,158.88"
2012/7/27,"7,124.49"
2012/7/26,"6,970.69"
2012/7/25,"6,979.13"
2012/7/24,"7,008.35"
2012/7/23,"7,028.73"
2012/7/20,"7,164.68"
2012/7/19,"7,148.57"
2012/7/18,"7,049.05"
2012/7/17,"7,127.00"
2012/7/16,"7,090.04"
2012/7/13,"7,104.27"
2012/7/12,"7,130.93"
2012/7/11,"7,257.91"
2012/7/10,"7,251.35"
2012/7/9,"7,309.96"
2012/7/6,"7,368.59"
2012/7/5,"7,387.78"
2012/7/4,"7,422.59"
2012/7/3,"7,418.36"
2012/7/2,"7,345.16"
2012/6/29,"7,296.28"
2012/6/28,"7,169.61"
2012/6/27,"7,183.01"
2012/6/26,"7,137.93"
2012/6/25,"7,166.38"
2012/6/22,"7,222.05"
2012/6/21,"7,279.05"
2012/6/20,"7,334.63"
2012/6/19,"7,273.13"
2012/6/18,"7,281.50"
2012/6/15,"7,155.83"
2012/6/14,"7,075.10"
2012/6/13,"7,088.83"
2012/6/12,"7,072.08"
2012/6/11,"7,120.23"
2012/6/8,"6,999.65"
2012/6/7,"7,080.31"
2012/6/6,"7,056.15"
2012/6/5,"7,000.45"
2012/6/4,"6,894.66"
2012/6/1,"7,106.09"
2012/5/31,"7,301.50"
2012/5/30,"7,261.80"
2012/5/29,"7,342.29"
2012/5/28,"7,136.00"
2012/5/25,"7,071.63"
2012/5/24,"7,124.89"
2012/5/23,"7,147.75"
2012/5/22,"7,274.89"
2012/5/21,"7,192.23"
2012/5/18,"7,151.19"
2012/5/17,"7,356.77"
2012/5/16,"7,234.57"
2012/5/15,"7,395.64"
2012/5/14,"7,377.18"
2012/5/11,"7,401.37"
2012/5/10,"7,484.01"
2012/5/9,"7,475.71"
2012/5/8,"7,545.71"
2012/5/7,"7,538.08"
2012/5/4,"7,700.95"
2012/5/3,"7,659.53"
2012/5/2,"7,676.81"
2012/4/30,"7,501.72"
2012/4/27,"7,480.50"
2012/4/26,"7,521.35"
2012/4/25,"7,563.18"
2012/4/24,"7,498.84"
2012/4/23,"7,481.09"
2012/4/20,"7,507.15"
2012/4/19,"7,622.69"
2012/4/18,"7,605.00"
2012/4/17,"7,585.87"
2012/4/16,"7,729.86"
2012/4/13,"7,788.27"
2012/4/12,"7,662.92"
2012/4/11,"7,656.67"
2012/4/10,"7,640.68"
2012/4/9,"7,600.87"
2012/4/6,"7,706.26"
2012/4/5,"7,639.82"
2012/4/3,"7,760.85"
2012/4/2,"7,862.90"
2012/3/30,"7,933.00"
2012/3/29,"7,872.66"
2012/3/28,"8,038.07"
2012/3/27,"8,029.46"
2012/3/26,"7,967.62"
2012/3/23,"8,076.61"
2012/3/22,"8,059.94"
2012/3/21,"7,981.94"
2012/3/20,"7,972.70"
2012/3/19,"8,043.92"
2012/3/16,"8,054.94"
2012/3/15,"8,121.62"
2012/3/14,"8,125.26"
2012/3/13,"8,031.51"
2012/3/12,"7,927.55"
2012/3/9,"8,016.01"
2012/3/8,"7,984.56"
2012/3/7,"7,903.08"
2012/3/6,"7,937.97"
2012/3/5,"8,004.74"
2012/3/3,"8,114.44"
2012/3/2,"8,144.04"
2012/3/1,"8,118.34"
2012/2/29,"8,121.44"
2012/2/24,"7,959.34"
2012/2/23,"7,937.30"
2012/2/22,"8,001.68"
2012/2/21,"7,921.50"
2012/2/20,"7,954.82"
2012/2/17,"7,894.36"
2012/2/16,"7,869.70"
2012/2/15,"8,005.24"
2012/2/14,"7,884.08"
2012/2/13,"7,912.91"
2012/2/10,"7,862.27"
2012/2/9,"7,910.78"
2012/2/8,"7,869.91"
2012/2/7,"7,707.44"
2012/2/6,"7,687.98"
2012/2/4,"7,741.24"
2012/2/3,"7,674.99"
2012/2/2,"7,652.46"
2012/2/1,"7,549.21"
2012/1/31,"7,517.08"
2012/1/30,"7,407.41"
2012/1/18,"7,233.69"
2012/1/17,"7,221.08"
2012/1/16,"7,103.62"
2012/1/13,"7,181.54"
2012/1/12,"7,186.58"
2012/1/11,"7,188.21"
2012/1/10,"7,178.87"
2012/1/9,"7,093.04"
2012/1/6,"7,120.51"
2012/1/5,"7,130.86"
2012/1/4,"7,082.97"
2012/1/3,"7,053.38"
2012/1/2,"6,952.21"
2011/12/30,"7,072.08"
2011/12/29,"7,074.82"
2011/12/28,"7,056.67"
2011/12/27,"7,085.03"
2011/12/26,"7,092.58"
2011/12/23,"7,110.73"
2011/12/22,"6,966.35"
2011/12/21,"6,966.48"
2011/12/20,"6,662.64"
2011/12/19,"6,633.33"
2011/12/16,"6,785.09"
2011/12/15,"6,764.59"
2011/12/14,"6,922.57"
2011/12/13,"6,896.31"
2011/12/12,"6,949.04"
2011/12/9,"6,893.30"
2011/12/8,"6,982.90"
2011/12/7,"7,033.00"
2011/12/6,"6,956.28"
2011/12/5,"7,098.08"
2011/12/2,"7,140.68"
2011/12/1,"7,178.69"
2011/11/30,"6,904.12"
2011/11/29,"6,988.65"
2011/11/28,"6,898.78"
2011/11/25,"6,784.52"
2011/11/24,"6,864.39"
2011/11/23,"6,806.43"
2011/11/22,"7,000.03"
2011/11/21,"7,042.64"
2011/11/18,"7,233.78"
2011/11/17,"7,387.81"
2011/11/16,"7,387.52"
