Date,2330,2317,2412,1301,1303,1326,2454,2308,2882,2881,MA12_2330,MA26_2330,DIF_2330,MACD_2330,buff_2330,signal_2330,MA12_2317,MA26_2317,DIF_2317,MACD_2317,buff_2317,signal_2317,MA12_2412,MA26_2412,DIF_2412,MACD_2412,buff_2412,signal_2412,MA12_1301,MA26_1301,DIF_1301,MACD_1301,buff_1301,signal_1301,MA12_1303,MA26_1303,DIF_1303,MACD_1303,buff_1303,signal_1303,MA12_1326,MA26_1326,DIF_1326,MACD_1326,buff_1326,signal_1326,MA12_2454,MA26_2454,DIF_2454,MACD_2454,buff_2454,signal_2454,MA12_2308,MA26_2308,DIF_2308,MACD_2308,buff_2308,signal_2308,MA12_2882,MA26_2882,DIF_2882,MACD_2882,buff_2882,signal_2882,MA12_2881,MA26_2881,DIF_2881,MACD_2881,buff_2881,signal_2881
2012-10-03,89.8,100.53996,92.8,82.7,57.9,78.4,321.5,111.667,31.3456,31.5,87.23333333333333,85.41153846153847,1.82179487179,1.5814102564100008,1.0,,102.8408208333333,100.77691538461545,2.06390544872,3.8128597008533323,0.0,,93.14166666666671,91.82307692307691,1.31858974359,1.150925925925111,1.0,,83.94166666666675,82.80000000000001,1.14166666667,1.2878917378931123,0.0,sell,58.34166666666666,56.96538846153847,1.37627820513,0.871792877492337,1.0,,78.5833416666666,77.71924230769234,0.864099358974,0.34401780626781214,1.0,,322.7083333333333,324.9423076923077,-2.23397435897,3.9690170940188856,0.0,,112.20725000000003,109.88411538461536,2.32313461538,4.033578347580002,0.0,,31.77262499999996,30.23565769230768,1.53696730769,1.2868459401703332,1.0,,31.8,30.87115384615384,0.928846153846,0.8631766381758886,1.0,
2012-10-04,90.6,100.20997,93.0,80.9,57.9,78.6,318.5,112.166,32.1417,32.0,87.64166666666665,85.71538461538464,1.92628205128,1.6733618233611116,1.0,,102.38248499999997,101.07729692307697,1.30518807692,3.4875614886022204,0.0,,93.18333333333338,91.93076923076923,1.25256410256,1.2034900284887777,1.0,,83.61666666666675,82.79615384615386,0.820512820513,1.2896011396025568,0.0,,58.34166666666666,57.00385000000001,1.33781666667,1.048216452991337,1.0,,78.56667499999993,77.75001153846156,0.816663461538,0.5198004273503677,1.0,,321.6666666666667,324.88461538461536,-3.21794871795,2.6047008547022186,0.0,,112.20725000000003,110.19088461538459,2.01636538462,3.6855961538477806,0.0,,31.80579999999996,30.363873076923067,1.44192692308,1.3768940170937778,1.0,,31.8125,30.955769230769228,0.856730769231,0.9039173789166663,0.0,sell
2012-10-05,91.0,99.44,93.0,81.2,57.8,77.6,325.0,111.667,32.6393,32.35,88.05833333333332,86.0346153846154,2.02371794872,1.747364672364445,1.0,,101.78665499999998,101.28460576923082,0.502049230769,3.050774458687665,0.0,,93.1666666666667,92.02692307692307,1.13974358974,1.2327635327618889,0.0,sell,83.26666666666675,82.82307692307693,0.44358974359,1.2207264957281123,0.0,,58.24999999999999,57.06538846153846,1.18461153846,1.1588992877490036,1.0,,78.37500833333327,77.7807807692308,0.594227564102,0.6256400284899233,0.0,sell,321.5416666666667,325.21153846153845,-3.66987179487,1.1937321937333296,0.0,,111.99950000000001,110.57434615384612,1.42515384615,3.27050569800667,0.0,,31.82239999999996,30.52653461538461,1.29586538462,1.4243469373222224,0.0,sell,31.82916666666667,31.067307692307686,0.761858974359,0.9157051282044443,0.0,
2012-10-08,89.1,97.56995,92.7,81.0,56.8,76.0,327.0,112.166,32.1915,32.15,88.37499999999999,86.25769230769232,2.11730769231,1.8272792022788888,1.0,,101.11748416666666,101.44960346153852,-0.332119294872,2.516365591166332,0.0,,93.18333333333338,92.11153846153844,1.07179487179,1.2444444444422222,0.0,,83.04166666666676,82.83461538461539,0.207051282051,1.1088319088337788,0.0,,58.10833333333332,57.084619230769235,1.02371410256,1.212033190882448,0.0,sell,78.12500833333327,77.73077692307696,0.394231410256,0.6726481481480011,0.0,,321.7083333333333,325.4807692307692,-3.77243589744,-0.14601139601111474,0.0,,111.95800000000001,110.97699999999996,0.981,2.8429928774933364,0.0,,31.83069999999996,30.670061538461535,1.16063846154,1.4366111823366667,0.0,,31.8625,31.15961538461538,0.702884615385,0.9094373219366667,0.0,
2012-10-09,87.1,98.23007,93.6,81.0,56.8,76.7,324.0,107.679,32.3407,32.5,88.49166666666663,86.38076923076923,2.1108974359,1.8915954415955558,1.0,,100.42999333333334,101.41998961538467,-0.989996282051,1.9148133546995538,0.0,,93.23333333333336,92.24615384615383,0.98717948718,1.235042735041111,0.0,,82.81666666666676,82.85000000000001,-0.0333333333332,0.9577635327656454,0.0,,57.94999999999998,57.12692692307692,0.823073076923,1.2121044159536702,0.0,,77.9333416666666,77.71154615384617,0.22179551282,0.6696566951564455,0.0,,321.9166666666667,325.63461538461536,-3.71794871795,-1.246794871794448,0.0,,111.54258333333335,111.16873076923073,0.373852564103,2.374295584045892,0.0,,31.876316666666625,30.815499999999993,1.06081666667,1.4190727920233333,0.0,,31.920833333333334,31.263461538461534,0.657371794872,0.8866452991446667,0.0,
2012-10-10,87.1,98.23007,93.6,81.0,56.8,76.7,324.0,107.679,32.3407,32.5,88.57499999999997,86.5,2.075,1.9445156695155557,1.0,,99.834165,101.3946065384616,-1.56044153846,1.2711890170928872,0.0,,93.29166666666669,92.38461538461537,0.907051282051,1.2017094017078889,0.0,,82.56666666666676,82.85384615384616,-0.287179487179,0.7622507122524232,0.0,,57.78333333333331,57.165388461538456,0.617944871795,1.1594690883186702,0.0,,77.78334166666662,77.6846230769231,0.0987185897435,0.6225764245011678,0.0,,321.4166666666667,325.59615384615387,-4.17948717949,-2.17307692307667,0.0,,111.21025000000003,111.2837692307692,-0.0735192307692,1.8995669515670923,0.0,,31.880466666666624,30.962849999999996,0.917616666667,1.366273931624111,0.0,,31.962500000000002,31.376923076923074,0.585576923077,0.8455128205122223,0.0,
2012-10-11,85.5,94.59995,93.4,79.6,55.0,75.6,325.5,100.201,31.8929,32.2,88.54166666666663,86.63461538461539,1.90705128205,1.9600427350422223,0.0,sell,99.14666166666667,101.27614500000004,-2.12948333333,0.5975569444439982,0.0,,93.30833333333335,92.5153846153846,0.792948717949,1.1420227920211112,0.0,,82.20000000000009,82.83076923076925,-0.630769230769,0.5181623931636454,0.0,,57.47499999999997,57.19231153846154,0.282688461538,1.049070227919559,0.0,,77.54167499999996,77.68846923076924,-0.146794230769,0.5223631766379455,0.0,,321.375,325.7692307692308,-4.39423076923,-2.8839031339033365,0.0,,110.37933333333336,111.18788461538459,-0.808551282051,1.3829366096869813,0.0,,31.86803333333329,31.110203846153844,0.757829487179,1.2801639601139998,0.0,,31.991666666666664,31.49230769230769,0.499358974359,0.7876424501421112,0.0,
2012-10-12,86.3,95.48005,92.8,80.0,55.6,75.0,320.0,100.201,31.5943,32.1,88.53333333333329,86.83461538461539,1.69871794872,1.9457977207977777,0.0,,98.83499833333333,101.20845576923081,-2.3734574359,-0.0651846153848906,0.0,,93.27500000000002,92.6076923076923,0.667307692308,1.0598290598275557,0.0,,81.86666666666675,82.81923076923077,-0.952564102564,0.23554131054208988,0.0,,57.24999999999998,57.276926923076914,-0.0269269230769,0.8923038461532369,0.0,,77.32500833333329,77.68846923076924,-0.363460897436,0.37877386039861216,0.0,,321.2083333333333,326.0,-4.79166666667,-3.4586894586900034,0.0,,109.2576666666667,110.93861538461536,-1.68094871795,0.8229935897436478,0.0,,31.86388333333329,31.244157692307688,0.619725641026,1.1626201566957777,0.0,,32.03333333333333,31.601923076923075,0.43141025641,0.7168447293443335,0.0,
2012-10-15,86.4,96.25002,92.1,80.1,55.5,75.3,315.0,100.7,31.4451,32.0,88.4333333333333,86.9346153846154,1.49871794872,1.908831908832222,0.0,,98.58749916666666,101.14499730769236,-2.55749814103,-0.6746503632482239,0.0,,93.14166666666667,92.66923076923075,0.472435897436,0.9566239316226669,0.0,,81.55833333333341,82.76538461538462,-1.20705128205,-0.055341880341243446,0.0,,57.04999999999998,57.334615384615375,-0.284615384615,0.7038427350426812,0.0,,77.15833333333327,77.67308461538464,-0.514751282051,0.21830327635305663,0.0,,320.375,325.7307692307692,-5.35576923077,-3.92592592592667,0.0,,108.42683333333336,110.53596153846152,-2.10912820513,0.2719287749280922,0.0,,31.855591666666626,31.357061538461537,0.498530128205,1.0322129629641108,0.0,,32.05,31.68653846153846,0.363461538462,0.6430555555556668,0.0,
2012-10-16,87.5,96.36001,92.3,80.0,55.6,74.2,317.5,104.688,31.6939,32.15,88.24166666666663,87.08846153846154,1.15320512821,1.8345441595455556,0.0,,98.18416166666668,101.09423038461543,-2.91006871795,-1.2273141595448906,0.0,,93.00833333333333,92.73461538461538,0.273717948718,0.8405270655257779,0.0,,81.24166666666675,82.66153846153847,-1.41987179487,-0.339957264956799,0.0,,56.783333333333324,57.34615384615384,-0.562820512821,0.48838732193701456,0.0,,76.77499999999995,77.59231538461542,-0.817315384615,0.03147941595427883,0.0,,321.0416666666667,324.9807692307692,-3.9391025641,-4.115384615385558,1.0,buy,107.72058333333337,110.26753846153845,-2.54695512821,-0.2691923076930189,0.0,,31.884616666666627,31.473796153846152,0.41082051282,0.9070855413118886,0.0,,32.07083333333333,31.773076923076925,0.297756410256,0.5729344729345558,0.0,
2012-10-17,87.4,96.14002,91.8,80.0,56.1,74.0,317.0,105.187,31.5446,32.05,88.11666666666663,87.20384615384616,0.91282051282,1.7219373219388892,0.0,,97.8266666666667,100.9673080769231,-3.14064141026,-1.7212952136760018,0.0,,92.88333333333333,92.78076923076924,0.102564102564,0.7127492877484447,0.0,,80.95000000000009,82.58461538461539,-1.63461538462,-0.6127492877493546,0.0,,56.66666666666666,57.392307692307675,-0.725641025641,0.2591142450135701,0.0,,76.37499999999996,77.51539230769234,-1.14039230769,-0.18597122507105449,0.0,,321.4166666666667,324.13461538461536,-2.71794871795,-4.059829059830003,1.0,,107.18058333333336,109.99911538461537,-2.81853205128,-0.80640313390413,0.0,,31.90119999999996,31.58861538461538,0.312584615385,0.7816030626791106,0.0,,32.1,31.846153846153847,0.253846153846,0.5059472934473336,0.0,
2012-10-18,88.1,96.25002,92.4,80.1,56.2,75.4,320.0,102.195,31.5446,32.3,87.99166666666663,87.3423076923077,0.649358974359,1.569230769232111,0.0,,97.44167416666669,100.73461576923079,-3.29294160256,-2.142960861823669,0.0,,92.79166666666667,92.83846153846154,-0.0467948717949,0.5809116809112336,0.0,,80.63333333333341,82.49615384615385,-1.86282051282,-0.8690170940171322,0.0,,56.49999999999999,57.384615384615365,-0.884615384615,0.029200142449681228,0.0,,76.12499999999996,77.44231153846158,-1.31731153846,-0.39836445868905446,0.0,,321.25,323.5,-2.25,-3.9020655270666698,1.0,,106.34966666666669,109.61561538461537,-3.26594871795,-1.3276367521374632,0.0,,31.892908333333295,31.690038461538453,0.202869871795,0.6601591168096662,0.0,,32.15,31.91346153846154,0.236538461538,0.44757834757833365,0.0,
2012-10-19,86.7,94.37996,92.0,79.3,55.7,74.2,323.5,100.7,31.0471,32.0,87.7333333333333,87.4076923076923,0.325641025641,1.3701566951577777,0.0,,96.92834083333334,100.4299980769231,-3.50165724359,-2.4951317450145574,0.0,,92.72500000000001,92.88076923076923,-0.155769230769,0.4445156695157892,0.0,,80.35000000000008,82.36923076923078,-2.01923076923,-1.1163817663816877,0.0,,56.31666666666666,57.361538461538444,-1.04487179487,-0.200642735042541,0.0,,75.77499999999996,77.3153884615385,-1.54038846154,-0.6133222222219434,0.0,,321.4166666666667,323.0769230769231,-1.66025641026,-3.667378917380003,1.0,,105.43575000000004,109.17461538461535,-3.73886538462,-1.8520662393174634,0.0,,31.868033333333297,31.778069230769226,0.0899641025641,0.5411952991456772,0.0,,32.19166666666667,31.97307692307692,0.21858974359,0.3937678062677781,0.0,
2012-10-22,86.0,93.61,92.1,77.6,54.8,73.6,326.0,100.7,30.6988,31.75,87.34999999999998,87.38846153846154,-0.0384615384616,1.1313390313398222,0.0,,96.37834333333335,99.92653884615387,-3.54819551282,-2.779376103988891,0.0,,92.64999999999999,92.88461538461539,-0.234615384615,0.30876068376078913,0.0,,80.07500000000007,82.08461538461539,-2.00961538462,-1.33596866096911,0.0,,56.05833333333333,57.257692307692295,-1.19935897436,-0.42535740740731875,0.0,,75.35833333333329,77.11154230769233,-1.75320897436,-0.8327671652419434,0.0,,322.0416666666667,322.5769230769231,-0.535256410256,-3.3137464387473354,1.0,,104.48025000000005,108.67611538461534,-4.19586538462,-2.359812678064463,0.0,,31.74779166666663,31.778069230769226,-0.0302775641026,0.41996260683761055,0.0,,32.170833333333334,31.982692307692307,0.188141025641,0.3416310541310003,0.0,
2012-10-23,85.7,93.17001,92.2,78.4,53.8,73.5,322.5,101.198,30.4002,31.35,86.90833333333332,87.3576923076923,-0.449358974359,0.8508547008554888,0.0,,95.85584416666667,99.3849980769231,-3.52915391026,-2.99812192307778,0.0,,92.58333333333333,92.87307692307692,-0.289743589744,0.17578347578356693,0.0,,79.84166666666674,81.8269230769231,-1.98525641026,-1.5246438746447766,0.0,,55.724999999999994,57.096153846153825,-1.37115384615,-0.6463683760678743,0.0,,75.01666666666662,76.90000384615388,-1.88333717949,-1.0529955840456655,0.0,,321.8333333333333,322.2307692307692,-0.397435897436,-2.8935185185191137,1.0,,103.6078333333334,108.21592307692302,-4.60808974359,-2.863653846155663,0.0,,31.56119999999996,31.72257307692307,-0.161373076923,0.3000748575498327,0.0,,32.0875,31.96153846153846,0.125961538462,0.290562678062667,0.0,
2012-10-24,85.4,93.5,92.2,78.1,53.1,73.0,326.5,99.2044,30.5992,31.55,86.60000000000001,87.34615384615384,-0.746153846154,0.5560541310550442,0.0,,95.51668166666667,98.91538269230772,-3.39870102564,-3.139146111112224,0.0,,92.54166666666667,92.86153846153844,-0.319871794872,0.05213675213678916,0.0,,79.60000000000007,81.56923076923077,-1.96923076923,-1.6733618233626657,0.0,,55.416666666666664,56.911538461538434,-1.49487179487,-0.8438750712243188,0.0,,74.76666666666662,76.67692692307695,-1.91026025641,-1.2489362535613322,0.0,,321.7916666666667,322.0576923076923,-0.266025641026,-2.4348290598297804,1.0,,102.52770000000008,107.71739999999994,-5.1897,-3.350448148149997,0.0,,31.428508333333294,31.678557692307685,-0.250049358974,0.1880883190883883,0.0,,32.0375,31.949999999999996,0.0875,0.24480056980055587,0.0,
2012-10-25,84.8,93.71999,92.0,78.5,53.0001,72.7,321.0,99.7029,30.2012,31.2,86.40833333333335,87.30000000000001,-0.891666666667,0.26823361823426656,0.0,,95.14084166666667,98.42038384615388,-3.27954217949,-3.2398221937333354,0.0,,92.40833333333335,92.8153846153846,-0.407051282051,-0.06723646723643308,0.0,,79.39166666666672,81.30384615384615,-1.91217948718,-1.7799857549866656,0.0,,55.100008333333335,56.6846192307692,-1.58461089744,-1.0169510683757743,0.0,,74.4333333333333,76.40000384615388,-1.96667051282,-1.4270706552706658,0.0,,321.5416666666667,321.84615384615387,-0.304487179487,-1.9362535612538916,1.0,,101.86302500000006,107.16135769230763,-5.29833269231,-3.752379700856663,0.0,,31.25021666666663,31.592446153846144,-0.34222948718,0.08120441595438828,0.0,,31.92916666666667,31.91346153846154,0.0157051282051,0.1986111111111225,0.0,
2012-10-26,87.3,92.73004,91.5,78.2,50.9,71.1,318.5,99.7029,29.3056,30.0,86.42500000000001,87.37692307692308,-0.951923076923,-0.004059829059400129,0.0,,94.68250583333332,97.92538538461541,-3.24287955128,-3.3159756837611134,1.0,buy,92.23333333333335,92.77692307692307,-0.54358974359,-0.18012820512821084,0.0,,79.1583333333334,81.0923076923077,-1.93397435897,-1.8607549857555545,0.0,,54.60834166666667,56.39231153846151,-1.78396987179,-1.183546011395219,0.0,,73.96666666666663,76.09615769230771,-2.12949102564,-1.60648618233611,0.0,,321.0833333333333,321.59615384615387,-0.512820512821,-1.3981481481484472,1.0,,101.19835000000006,106.6628538461538,-5.46450384615,-4.125199216525552,0.0,,30.997291666666637,31.485280769230762,-0.487989102564,-0.028408831908833938,0.0,,31.720833333333335,31.846153846153847,-0.125320512821,0.14430199430190027,0.0,
2012-10-29,88.1,92.40005,91.0,78.3,50.4,69.3,329.5,100.201,29.1564,30.0,86.64166666666667,87.46923076923078,-0.827564102564,-0.22414529914540016,0.0,,94.49918083333331,97.38385038461541,-2.88466955128,-3.3131535541311137,1.0,,92.03333333333335,92.69999999999999,-0.666666666667,-0.2846153846154331,0.0,,79.05000000000005,80.8846153846154,-1.83461538462,-1.906837606838888,1.0,buy,54.225008333333335,56.07308076923074,-1.8480724359,-1.326351780626219,0.0,,73.44166666666662,75.72308076923079,-2.28141410256,-1.7691638176633324,0.0,,321.4166666666667,321.90384615384613,-0.487179487179,-1.0146011396016694,1.0,,101.19835000000006,106.18350769230763,-4.98515769231,-4.396110612536663,0.0,,30.76924999999997,31.383861538461527,-0.614611538462,-0.14234572649572283,0.0,,31.537500000000005,31.77692307692308,-0.239423076923,0.08461538461534474,0.0,
2012-10-30,88.0,96.79999,91.8,78.9,50.7,70.0,325.0,102.694,29.654,30.3,86.78333333333335,87.5423076923077,-0.758974358974,-0.409900284900289,0.0,,94.60917583333332,97.05384961538465,-2.44467378205,-3.235823817663336,1.0,,91.95,92.6576923076923,-0.707692307692,-0.37464387464387755,0.0,,78.95833333333339,80.68846153846155,-1.73012820513,-1.9174501424511101,1.0,,53.816675000000004,55.76154230769229,-1.94486730769,-1.4618213675205523,0.0,,73.02499999999995,75.39615769230771,-2.37115769231,-1.9059155270655548,0.0,,321.8333333333333,321.71153846153845,0.121794871795,-0.6990740740744472,1.0,,101.40610000000005,105.83839230769225,-4.43229230769,-4.575417307693329,1.0,buy,30.607558333333305,31.282442307692296,-0.674883974359,-0.2520644586895006,0.0,,31.387500000000003,31.71153846153846,-0.324038461538,0.020405982906011408,0.0,
2012-10-31,88.7,97.56995,91.6,79.6,51.5,69.2,324.5,99.5035,29.2061,30.0,86.97500000000001,87.65,-0.675,-0.557051282051289,0.0,,94.71917,96.85077115384618,-2.13160115385,-3.106785990028891,1.0,,91.90833333333335,92.59615384615384,-0.68782051282,-0.4458689458688887,0.0,,78.91666666666671,80.51923076923079,-1.60256410256,-1.888532763533332,1.0,,53.48334166666667,55.48461923076921,-2.0012775641,-1.5858949430188858,0.0,,72.51666666666662,75.0384653846154,-2.52179871795,-2.0397474358977767,0.0,,322.625,321.65384615384613,0.971153846154,-0.3411680911684472,1.0,,101.30639166666673,105.42806538461531,-4.12167371795,-4.670497863248885,1.0,,30.42097499999997,31.173365384615373,-0.752390384615,-0.3582044871795006,0.0,,31.220833333333335,31.640384615384615,-0.419551282051,-0.05249287749276637,0.0,
2012-11-01,89.2,98.78004,91.4,77.2,51.3,68.2,326.5,100.201,29.2061,30.1,87.11666666666667,87.7576923076923,-0.641025641026,-0.6644586894587334,1.0,buy,94.92083916666667,96.83384923076927,-1.9130100641,-2.9302696367522247,1.0,,91.83333333333336,92.52692307692308,-0.69358974359,-0.5056267806267777,0.0,,78.68333333333338,80.25769230769232,-1.57435897436,-1.839102564103332,1.0,,53.125008333333334,55.21538846153844,-2.09038012821,-1.7020625356122192,0.0,,72.01666666666662,74.67692692307695,-2.66026025641,-2.1641776353277766,0.0,,323.375,321.8269230769231,1.54807692308,0.015313390313775013,1.0,,100.93247500000005,104.91037307692301,-3.97789807692,-4.6970570512822185,1.0,,30.213658333333303,31.079596153846143,-0.865937820513,-0.46441581196584497,0.0,,31.050000000000008,31.582692307692305,-0.532692307692,-0.13596866096854412,0.0,
2012-11-02,89.9,97.45995,91.7,76.9,52.8,68.0,325.0,104.19,29.7534,30.85,87.325,87.84615384615384,-0.521153846154,-0.7180911680912224,1.0,,95.03083333333332,96.76615461538465,-1.73532128205,-2.7288391666666687,1.0,,91.82500000000003,92.45000000000002,-0.625,-0.5490028490028888,0.0,,78.42500000000004,79.9923076923077,-1.56730769231,-1.7899572649577762,1.0,,52.85000833333333,55.01923461538459,-2.16922628205,-1.809825569799997,0.0,,71.51666666666662,74.3192307692308,-2.80256410256,-2.2807726495722216,0.0,,324.0416666666667,321.8269230769231,2.21474358974,0.32086894586888615,1.0,,100.84939166666673,104.66114230769223,-3.81175064103,-4.654377635327774,1.0,,30.064391666666637,31.010703846153834,-0.946312179487,-0.566197435897445,0.0,,30.950000000000006,31.54615384615385,-0.596153846154,-0.223112535612433,0.0,
2012-11-05,90.3,96.25002,92.4,76.0,52.0,68.2,318.0,103.192,29.2061,30.7,87.50833333333334,87.86538461538461,-0.357051282051,-0.7078347578347779,1.0,,95.03083333333332,96.57576846153849,-1.54493512821,-2.508370413105558,1.0,,91.82500000000003,92.3923076923077,-0.567307692308,-0.5798433048433332,1.0,buy,78.08333333333337,79.6923076923077,-1.60897435897,-1.748148148147776,1.0,,52.50000833333332,54.757696153846126,-2.25768782051,-1.9083293447288858,0.0,,70.91666666666663,73.9115384615385,-2.99487179487,-2.404276495725555,0.0,,323.875,322.15384615384613,1.72115384615,0.5562678062673306,1.0,,100.93247500000007,104.27764230769223,-3.34516730769,-4.5140529202277735,1.0,,29.869516666666637,30.928415384615374,-1.05889871795,-0.6659225071226672,0.0,,30.816666666666674,31.500000000000004,-0.683333333333,-0.31303418803409966,0.0,
2012-11-06,90.4,98.78004,93.3,77.0,52.2,68.0,310.0,106.184,29.4549,31.4,87.81666666666668,87.92307692307692,-0.10641025641,-0.6367521367521113,1.0,,95.39750666666667,96.51231000000004,-1.11480333333,-2.254604002848891,1.0,,91.93333333333335,92.3923076923077,-0.458974358974,-0.595299145299111,1.0,,77.89166666666671,79.4423076923077,-1.55064102564,-1.7016381766377762,1.0,,52.208341666666655,54.553849999999976,-2.34550833333,-2.0028445156688854,0.0,,70.39999999999996,73.49615384615389,-3.09615384615,-2.5360424501411103,0.0,,322.75,322.0576923076923,0.692307692308,0.6627492877488862,1.0,,101.38947500000006,104.06675769230763,-2.67728269231,-4.234895441595551,1.0,,29.736833333333305,30.855696153846143,-1.11886282051,-0.7624573361822229,0.0,,30.76666666666667,31.48846153846154,-0.721794871795,-0.4029558404557664,0.0,
2012-11-07,91.0,99.33001,92.5,77.3,52.4,67.2,315.0,107.679,30.1018,31.95,88.23333333333335,87.97692307692309,0.25641025641,-0.5091880341880003,1.0,,95.87417416666666,96.45308230769236,-0.578908141026,-1.9545335541306683,1.0,,91.9666666666667,92.35384615384616,-0.387179487179,-0.593091168091111,1.0,,77.8666666666667,79.18846153846154,-1.32179487179,-1.6360398860388872,1.0,,52.00834166666666,54.33077307692305,-2.32243141026,-2.084824572648886,0.0,,69.86666666666663,73.06538461538466,-3.19871794872,-2.672936609685555,0.0,,321.8333333333333,321.78846153846155,0.0448717948718,0.7015669515665306,0.0,sell,101.9710583333334,103.8941807692307,-1.9231224359,-3.8598720797722184,1.0,,29.687083333333305,30.796376923076913,-1.10929358974,-0.8476866809111118,0.0,,30.783333333333335,31.498076923076926,-0.714743589744,-0.48411680911677757,0.0,
2012-11-08,90.5,99.98998,93.0,76.9,51.7,65.8,317.0,107.181,29.654,31.5,88.63333333333334,88.00384615384615,0.629487179487,-0.33347578347577805,1.0,,96.442505,96.43192923076927,0.0105757692307,-1.5930385185183682,1.0,,92.03333333333336,92.36153846153846,-0.328205128205,-0.5691595441594443,1.0,,77.7416666666667,78.96538461538464,-1.22371794872,-1.5571225071222203,1.0,,51.83334166666666,54.092311538461516,-2.25896987179,-2.1376023504266635,0.0,,69.22499999999995,72.58076923076926,-3.35576923077,-2.809189743588888,0.0,,321.375,321.61538461538464,-0.240384615385,0.7318376068371975,0.0,,102.46964166666673,103.72164230769225,-1.25200064103,-3.391816168092218,1.0,,29.624899999999972,30.731315384615375,-1.10641538462,-0.9164007122506672,0.0,,30.795833333333334,31.498076923076926,-0.702243589744,-0.5482193732193331,0.0,
2012-11-09,90.8,100.53996,92.5,75.9,51.3,65.3,325.0,106.682,29.7036,31.85,89.08333333333333,88.01153846153846,1.07179487179,-0.12243589743644472,1.0,,97.02916833333335,96.4446211538462,0.584547179487,-1.2075699928775903,1.0,,92.05833333333335,92.3423076923077,-0.283974358974,-0.5266381766379998,1.0,,77.55833333333337,78.77307692307694,-1.21474358974,-1.488247863246665,1.0,,51.68334166666666,53.838465384615354,-2.15512371795,-2.1717191595433305,1.0,buy,68.58333333333329,72.0692307692308,-3.4858974359,-2.9430212250711105,0.0,,321.25,321.86538461538464,-0.615384615385,0.7175925925920863,0.0,,103.09277500000006,103.51071923076915,-0.417944230769,-2.8843480056987736,1.0,,29.55026666666664,30.6375423076923,-1.08727564103,-0.9689189458693339,0.0,,30.820833333333336,31.492307692307694,-0.671474358974,-0.5962250712249998,0.0,
2012-11-12,91.3,99.00003,92.2,75.2,51.1,64.7,322.0,106.682,29.4052,31.85,89.625,88.02307692307694,1.60192307692,0.13988603988511084,1.0,,97.46917166666667,96.42769923076928,1.0414724359,-0.8202204131053682,1.0,,92.07500000000003,92.31153846153846,-0.236538461538,-0.4742877492875554,1.0,,77.28333333333337,78.5423076923077,-1.25897435897,-1.4358974358955539,1.0,,51.525,53.580773076923045,-2.05577307692,-2.1840420227911084,1.0,,67.91666666666661,71.57307692307697,-3.65641025641,-3.085827065526666,0.0,,321.3333333333333,321.75,-0.416666666667,0.6577635327629752,0.0,,103.67436666666673,103.31898846153838,0.355378205128,-2.352384615385662,1.0,,29.4839333333333,30.513153846153838,-1.02922051282,-1.0082896723650006,0.0,,30.875000000000004,31.473076923076924,-0.598076923077,-0.6266737891737776,1.0,buy
2012-11-13,90.3,96.47001,92.1,72.3,49.1,61.5,320.0,104.19,28.9076,30.9,89.875,88.0692307692308,1.80576923077,0.415527065526222,1.0,,97.78083583333334,96.38539384615389,1.39544198718,-0.42832673076870154,1.0,,92.12500000000001,92.28846153846153,-0.163461538462,-0.4160256410255554,1.0,,76.7916666666667,78.20769230769231,-1.41602564103,-1.4151709401699981,0.0,sell,51.375,53.284619230769195,-1.90961923077,-2.1738577635322196,1.0,,67.11666666666662,71.01538461538465,-3.89871794872,-3.238818091167777,0.0,,321.4583333333333,321.4807692307692,-0.0224358974359,0.5473646723640974,0.0,,104.04829166666673,103.01221923076915,1.0360724359,-1.7793017094023287,1.0,,29.450766666666635,30.38684999999999,-0.936083333333,-1.028700000000334,1.0,buy,30.950000000000003,31.425000000000004,-0.475,-0.6328347578347775,1.0,
2012-11-14,90.5,98.78004,92.2,70.0,48.4,60.3,318.0,104.688,29.0071,31.2,90.075,88.20000000000003,1.875,0.6950854700846665,1.0,,98.31250166666668,96.40654653846158,1.90595512821,-0.003997264956479328,1.0,,92.22500000000002,92.23461538461538,-0.00961538461536,-0.3400284900283732,1.0,,76.10000000000004,77.78461538461539,-1.68461538462,-1.4274216524211094,0.0,,51.208333333333336,52.961542307692284,-1.75320897436,-2.1363943019933305,1.0,,66.36666666666662,70.38461538461542,-4.01794871795,-3.3896723646722213,0.0,,320.5,321.25,-0.75,0.2920227920218752,0.0,,104.4222083333334,102.89718076923069,1.5250275641,-1.1678655270667733,1.0,,29.438324999999963,30.258634615384608,-0.820309615385,-1.023630199430556,1.0,,31.05,31.375000000000004,-0.325,-0.6097578347578887,1.0,
